"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ARHGEF12",40.195548103018,0.92226663106741,0.0580473839874964,15.8881687289486,7.65308239965666e-57,8.33015510136746e-54
"CGNL1",23.2359935302488,0.905479490749532,0.0570948673566165,15.8592099898205,1.21411516655618e-56,1.24811039121975e-53
"PLS3",26.4347700605933,1.05771545376669,0.0668205945472244,15.8291835164556,1.95744726483054e-56,1.90634758886443e-53
"DDN",29.339507433628,1.34513123834487,0.0852743661903374,15.7741569763469,4.68613161913228e-56,4.33560897402119e-53
"RBMY1J",9.02900892316334,-1.30751301002611,0.0830156554971173,-15.7501979861077,6.84666257014499e-56,6.03288781895061e-53
"SEMA5A",43.1226441640869,1.01813255482218,0.0647818580367313,15.7163222185584,1.1691635316381e-55,9.83372817701428e-53
"ITGB1",93.4912326433702,0.794359192293395,0.0507534718589155,15.6513271545552,3.25362842261713e-55,2.61761479704815e-52
"NEBL",40.8598262006904,1.01450424853535,0.0650126986786197,15.6047090669224,6.76172591946803e-55,5.21329068390985e-52
"SORT1",37.1523658182355,0.96009511979749,0.0615976570418492,15.5865525720435,8.9853456044105e-55,6.65059340256048e-52
"CALM2",80.8179458850824,1.08467259885234,0.0705512444931934,15.3742518171594,2.43641598157526e-53,1.73397851242572e-50
"PPP2CB",32.0155877813062,0.809260700084524,0.0526591592641292,15.367900122093,2.68738952225633e-53,1.84175761925301e-50
"TSPY1",9.94830104766145,-1.82157120666044,0.118677776400548,-15.3488821741358,3.6034198840217e-53,2.3813457690692e-50
"VEGFA",188.118949276532,1.3430920146858,0.0880287364265118,15.2574269404291,1.46928827247313e-52,9.37507248063544e-50
"ATP5MC2",149.091611123722,1.13522722299066,0.0745198147597498,15.2338975432321,2.10650400770766e-52,1.29929167195408e-49
"RCAN1",38.6764412483291,0.956631599421281,0.0630667731981179,15.1685515353088,5.71235491378801e-52,3.4097230749914e-49
"SGCB",33.1866782555732,0.816973431640944,0.0539865904323562,15.132895504201,9.8274488814599e-52,5.68272231570418e-49
"GNAS",63.5280858085342,0.780451857269291,0.0525655790867302,14.8472036421703,7.25316335927357e-50,4.06704650909085e-47
"MME",201.326314035838,1.39978023453702,0.0943790051005154,14.8314790248766,9.1690245557295e-50,4.99010677585937e-47
"NFE2L1",41.3884929778415,0.73704873821341,0.0497624089737525,14.8113556681344,1.23719672610937e-49,6.54088234855078e-47
"GATM",17.2027823453268,1.62724399067602,0.110634166129369,14.7083315001735,5.69954371001148e-49,2.9295654669459e-46
"HIPK2",37.2608741502299,1.12075277119725,0.0765629750446161,14.6383127163507,1.5998945439448e-48,8.00120233544718e-46
"YWHAE",70.2765792101367,0.789882862636804,0.0541246609757016,14.5937701668267,3.07711692377867e-48,1.49839398835791e-45
"MYL9",130.811766058709,1.02994948146536,0.0711447482229979,14.4768167319542,1.69779828058902e-47,8.05539984205619e-45
"PMEPA1",16.6051388195715,1.08541507601473,0.0749978737608159,14.4726113099733,1.804876898943e-47,8.34936053451031e-45
"CALD1",39.3021837834628,0.952176899526459,0.065973945393853,14.432620238825,3.22589084279162e-47,1.45589961353698e-44
"SOST",27.2401118488643,1.60863538452476,0.111493246971828,14.4280970212592,3.44454322458631e-47,1.51756732923203e-44
"NDUFB2",22.4250039408315,0.864658687632031,0.060487635933432,14.294800487551,2.35780539600188e-46,1.0146239778516e-43
"SH3BGRL2",23.4997551071234,0.871789451236022,0.0616390703635132,14.143455540369,2.04967333471411e-45,8.61980804217044e-43
"SERF2",40.502392448384,0.870631309713988,0.0618165079904484,14.0841231253068,4.75524547773024e-45,1.95535694044268e-42
"ZBTB4",32.3424213104905,0.678739537764126,0.0483836397587687,14.02828603115,1.04650290241365e-44,4.20967167527438e-42
"TUSC3",24.6721484845028,0.835882873275054,0.0596604274663832,14.0106752293394,1.34123660630085e-44,5.28047705595551e-42
"FGF1",147.088051080848,1.07225729669007,0.0772662545275333,13.8774333406827,8.67967282974701e-44,3.33740066280087e-41
"MYL12B",72.4706598206929,0.815111069416326,0.0587419180241373,13.8761398475513,8.83769090343939e-44,3.33740066280087e-41
"DHRS3",37.3244312710063,0.992489930836197,0.0717217131583913,13.838067819774,1.50189577183418e-43,5.55821587240393e-41
"NDNF",133.363542602602,1.52563171916851,0.110617164530677,13.7919980650509,2.8476213497237e-43,1.03318402853505e-40
"PEBP1",31.4909466480427,0.869249091768966,0.0630599453628292,13.7844885016559,3.15998338463025e-43,1.12446793363843e-40
"B4GAT1",21.3206369634626,0.815752358821103,0.0592841783736366,13.7600348221047,4.43313305959092e-43,1.54774894593718e-40
"SELENOP",40.4719093322628,0.804746077337351,0.058668216789409,13.7169002464487,8.04311795547991e-43,2.71243436443456e-40
"PRKAR2B",19.182561459924,0.942042454790009,0.0686783655048378,13.7167279370335,8.06225086705041e-43,2.71243436443456e-40
"TM9SF3",30.1158753567014,0.69251665386469,0.0505167181518342,13.7086627793842,9.01031370426377e-43,2.97726508542316e-40
"MYLK",34.8673026342654,0.94811236605715,0.0696198076013315,13.6184284146027,3.11192427832244e-42,1.01022889203646e-39
"CSDE1",60.6022130269679,0.946499481025978,0.0700786288266988,13.5062500062127,1.43654594618456e-41,4.58307692899985e-39
"RNF11",28.3594257102175,0.743484598198289,0.0550926843557969,13.4951601449796,1.66991910021639e-41,5.23731915769561e-39
"MYO1E",31.5875472200935,0.969326209713945,0.0718347286325377,13.4938382613293,1.70013940374561e-41,5.24322992115146e-39
"CLIC5",184.784433040579,1.0555564429836,0.0797297128413321,13.23918530955,5.21110230451348e-40,1.58075798430684e-37
"RIPOR1",54.6604890598601,0.968640930821002,0.0732415292098489,13.2252963758538,6.2689638851246e-40,1.87098238274751e-37
"PARVA",43.7537816978252,0.711316827863592,0.0538037968044307,13.2205693670491,6.67566964273013e-40,1.96073954077902e-37
"NEDD9",23.2207817081327,1.09582632378318,0.0829167522463809,13.2159822242798,7.09540084327431e-40,2.05145776881168e-37
"CD164",25.3795379961304,0.856491505127918,0.0648131171981344,13.2147864838782,7.20905913152809e-40,2.05225277184301e-37
"DCBLD2",17.3401229629503,0.93002786321277,0.07047932766664,13.1957539040626,9.28215758451449e-40,2.60237945369479e-37
"CYB5A",37.9828796440327,0.978503404827068,0.074227814347046,13.1824359026949,1.1075604383573e-39,3.05885050020349e-37
"FAM20B",14.7806926272098,0.86218038317132,0.0655485390928023,13.1533119594117,1.62880585901456e-39,4.43226817870667e-37
"ISCU",30.8324018304431,0.726671531010167,0.0554636844050397,13.101753675494,3.21736722708544e-39,8.62813958985347e-37
"WT1",33.709821853827,1.03240342674968,0.0788960624798751,13.0856140889544,3.97931098435506e-39,1.05190243506437e-36
"TNS2",63.3462680869882,0.724679155233196,0.0554409603203898,13.0711869174942,4.81089724384837e-39,1.25381468450944e-36
"SLC38A2",16.1196822099416,0.77787418411621,0.0596789819642938,13.0343071968221,7.80729438681114e-39,2.00647465741046e-36
"CCNI",46.7529928392707,0.903539665501235,0.069815770922848,12.9417702269551,2.61532891031441e-38,6.6293213912956e-36
"SERINC1",64.5682388198884,0.697249359166166,0.0539450341843228,12.9251815242856,3.2452979857298e-38,8.11499917945192e-36
"SLK",22.6076467939442,0.811441402141395,0.0629119267007853,12.8980535916613,4.61609557226946e-38,1.13888309959032e-35
"NDUFA1",29.2089206314714,0.743107077869835,0.0577570885785516,12.8660757693696,6.98624285007225e-38,1.70096628549654e-35
"GLS",34.3699273825735,0.765772386277302,0.059622008406711,12.8437871641893,9.32011418622234e-38,2.23973237534881e-35
"PRDX3",16.9553259358342,0.779172846899373,0.0607698974863843,12.8216909872844,1.23967074552887e-37,2.94088044554695e-35
"TJP1",38.1006168846751,0.919056697944999,0.0717995483572582,12.8003130795751,1.63291573089201e-37,3.82474337777541e-35
"TSPAN2",19.5009385696784,1.15874124283322,0.0906119233639135,12.7879554899139,1.9144421859261e-37,4.42810477604707e-35
"ARRDC4",27.7995531040796,0.918580390725958,0.0722061874732742,12.7216298612353,4.48408272952581e-37,1.02436378798945e-34
"SPTAN1",49.7839640900356,0.715055431217444,0.0562460520720747,12.712988820996,5.00829758296444e-37,1.13016510335578e-34
"NDRG2",32.4092293580638,0.790773770002454,0.0622549794929969,12.7021770217017,5.75073963692461e-37,1.28206850893558e-34
"THSD7A",25.1295804180688,0.954066740434444,0.0754100484809782,12.6517189638872,1.09453520680511e-36,2.41110469841926e-34
"PRY",7.84995447104192,-1.2177577550042,0.0965516807549581,-12.6124967010651,1.80192741009775e-36,3.92268997605279e-34
"TIMP2",56.9909820583676,0.66465750988656,0.052708037780798,12.6101736636589,1.85583630807662e-36,3.99306919123835e-34
"NPHS1",63.5018442865923,0.97808867116425,0.0776439284824552,12.5971043748162,2.19039154672157e-36,4.65873622764782e-34
"MYO1B",35.9983585625283,0.746428787416127,0.0592602745541291,12.5957699830488,2.22775318541526e-36,4.68435737987772e-34
"ARHGAP19",15.4300042895384,0.868284628965659,0.0690920765092955,12.5670651807497,3.20398135517361e-36,6.66140123552051e-34
"ITM2B",452.44393114344,0.856935934002641,0.0681939927035817,12.5661498913471,3.24127973962014e-36,6.664071144659e-34
"SMAD6",18.4600292621214,0.925734919691008,0.0743219214026005,12.4557452528214,1.30130182026374e-35,2.6460757013363e-33
"ADI1",19.2019580571269,0.726111417129993,0.0583627526258618,12.4413497386728,1.5584789939494e-35,3.13457557652605e-33
"APLP1",17.8969165334458,0.911502491406108,0.073406788684454,12.4171416260189,2.10965021720497e-35,4.19752339990976e-33
"C4orf46",69.8706177438993,-0.989901588643963,0.0797303804489047,-12.4156135098131,2.15032147267125e-35,4.2329306947137e-33
"KIF5B",17.8632962451541,0.797175791177733,0.0642526827560553,12.406887261102,2.39795252059384e-35,4.67070667800721e-33
"FOXC1",28.6314947995053,0.756736451603154,0.0614713726506632,12.3103880549996,7.96393484758362e-35,1.53504844187174e-32
"GPRC5A",16.5015050238013,0.830269411331068,0.0677033610473019,12.2633411175996,1.42500793869757e-34,2.71838627810927e-32
"SUPT7L",174.298824679069,1.21872870592548,0.0995750152532437,12.2393022268282,1.91673343398972e-34,3.61910565944344e-32
"SCOC",18.1112917814413,0.737069137138058,0.0602854382102915,12.2263212978061,2.24894920649452e-34,4.20349051686612e-32
"RCN2",20.1242659489567,0.656223220964045,0.053838189862293,12.1888054305416,3.56610391008941e-34,6.59871867522944e-32
"ZBTB16",27.5646963634853,0.848551961101085,0.069696092721377,12.1750291582819,4.22243170182013e-34,7.73582932777026e-32
"CHD3",19.102512778175,0.928731587906587,0.076336898357736,12.1662211576149,4.70358188554801e-34,8.53285090295886e-32
"TAF15",20.9501326903698,0.732980167751697,0.0602869129084834,12.1581970678176,5.18913025734742e-34,9.32229769727735e-32
"CD46",31.7424518248257,0.612276439288844,0.0503949733056614,12.1495537972646,5.76795253965083e-34,1.02625186340095e-31
"ARPP19",38.8454285250662,0.724257014679395,0.0596375405371893,12.1443139364166,6.14962515552398e-34,1.0837396559792e-31
"DYNLL2",22.7833952499032,0.655042424476547,0.0540651896895271,12.1157888881584,8.71218050443586e-34,1.52085083069888e-31
"PHAX",60.8266057139316,-0.685635241067143,0.0566218037737225,-12.1090321284561,9.46038643625525e-34,1.63602794968661e-31
"PCMTD1",24.1077648242431,0.697523884440395,0.0577266273849067,12.0832259918717,1.29535877956644e-33,2.21938137565717e-31
"SLC7A8",22.4339108684918,0.850441531606148,0.0704543341478484,12.070819231951,1.50627257077912e-33,2.5570704265777e-31
"TPPP3",44.8085795122428,0.972069067625204,0.0805825100085358,12.0630279141496,1.65581351250919e-33,2.78537938504273e-31
"PALLD",28.537285708406,0.753604507358205,0.0626366015773538,12.0313760386175,2.43075347030235e-33,4.05213173103376e-31
"VAMP5",37.8406655136951,0.683101219066537,0.0568248867606572,12.0211628743532,2.75072751000376e-33,4.54459480759908e-31
"TSC22D3",29.5167988424157,1.01691819609433,0.0847393714570141,12.0005397563066,3.52986861885795e-33,5.78023795781836e-31
"STAT1",28.9047824684469,0.860664487030241,0.072450653460411,11.8793198670117,1.51595774100073e-32,2.44910728733972e-30
"TCF21",45.1013262945837,1.06926242117907,0.0900129641569896,11.8789824465084,1.52208894316941e-32,2.44910728733972e-30
"IGHG4",50.7954618474209,-2.15479479189148,0.181447486820525,-11.8755835622174,1.58523942572104e-32,2.52873020116742e-30
"ARF1",80.8239548325725,0.727181889335647,0.0613172868769511,11.859329177348,1.92511272248188e-32,3.04463981340211e-30
"ZNF845",19.2548991067811,-0.809063711946833,0.0682259475422479,-11.8585925310283,1.94212288764171e-32,3.04551202651884e-30
"MORF4L1",58.7298118189929,0.634083325807087,0.0535073922931682,11.8503873695233,2.14198354580187e-32,3.33069441441326e-30
"GTF2A2",15.1249471228316,0.802188724849906,0.067845863747693,11.8236938928673,2.94446766585577e-32,4.5403691407496e-30
"PTH1R",44.5491653158049,0.90765396612394,0.0768470962348651,11.8111680283912,3.41779930441068e-32,5.22669077097646e-30
"CCDC91",14.4947457260151,0.812198735866837,0.0687811221019621,11.8084542828892,3.52990970795341e-32,5.35388928163687e-30
"AKT3",19.1671694819549,0.693199697266493,0.0587481970108908,11.7995059003766,3.92609931608264e-32,5.90638550770677e-30
"NDRG1",48.6013079789548,1.06912770839692,0.0907578848652207,11.7799980683179,4.94942071939344e-32,7.38581298319808e-30
"NTN4",41.2702433498971,0.989312109235072,0.0840115240692725,11.7759095575903,5.19536630416282e-32,7.69080464737831e-30
"ZNF587",60.212526260878,-0.822150837465917,0.0699850415357054,-11.7475223194155,7.27198721780148e-32,1.06794326569999e-29
"EPB41L5",34.0109106258065,0.655853602652243,0.0558830298295464,11.7361854690542,8.31530027092514e-32,1.21154579695432e-29
"ACTN4",126.805164964148,0.87457658547277,0.0746381480274733,11.7175547435991,1.03619841118665e-31,1.4979543281717e-29
"MAP1B",18.5136223609389,0.800323784132119,0.0683230453267357,11.7138189655452,1.08289740584081e-31,1.55332818586654e-29
"DYNLL1",46.621732988688,0.742250470588295,0.0635541142577841,11.679030999907,1.63144696788104e-31,2.32217651489775e-29
"GLUL",47.5605935128659,0.875376353185956,0.0750454524179259,11.6646155760513,1.93274094296363e-31,2.73003346630527e-29
"DYNLRB1",24.2192065513336,0.697857034669278,0.0599749305000736,11.6358123110859,2.70997810081448e-31,3.79889657405084e-29
"ARMCX3",24.0127590486286,0.827856285374098,0.0712374395893467,11.6210842240588,3.22023337236824e-31,4.48024047536105e-29
"ZNF140",28.5078866736228,0.634278161066758,0.054625768795556,11.6113360974493,3.60931246875245e-31,4.98408342699965e-29
"AIF1L",36.2603968879627,0.828182605915442,0.0715637980294712,11.5726474658931,5.67054488803303e-31,7.77242685986394e-29
"NPTN",26.5598673609627,0.603007398018662,0.0523352581591854,11.5220105762071,1.0219807722365e-30,1.39049501540178e-28
"PLA2R1",119.42080163568,0.91209586640531,0.0793317241596884,11.4972399259763,1.36201390651068e-30,1.83961352745063e-28
"NPR3",24.8343201616352,0.874703949167231,0.0761611250447075,11.4849137096356,1.57092234862253e-30,2.10640196658777e-28
"SLC40A1",16.9767277068657,0.765550910778343,0.0666835506135192,11.4803561558274,1.65596970344675e-30,2.20446499227184e-28
"HNRNPA2B1",120.494432059446,0.649505061294378,0.0565909114713841,11.4771973874782,1.71758067116116e-30,2.27015090994043e-28
"XRCC2",27.1711465195557,-0.908640918729259,0.0791996612784636,-11.4727879395154,1.80740793082853e-30,2.37193449305327e-28
"CALM1",26.0917052141303,0.677029091997634,0.0590487562445516,11.4655944520441,1.96406288432933e-30,2.5593675782838e-28
"HPGD",37.140798702137,1.34246740432177,0.11812751568997,11.3645613935125,6.27789948077968e-30,8.12351412533897e-28
"KTN1",24.8078500341802,0.592642283520121,0.052161362824009,11.3617101132821,6.48623416777643e-30,8.33481090559271e-28
"N4BP2L2",22.9054698891913,0.711144900118123,0.0626350950081509,11.353776984382,7.102683000241e-30,9.06400318872134e-28
"SOD1",24.3236673848794,0.750040671179252,0.0660647270459747,11.3531184448442,7.15639548829557e-30,9.06999603530282e-28
"ELOA3D",28.3067668337338,-1.16053325520179,0.10227953350921,-11.3466811529531,7.70313765829387e-30,9.69652103599114e-28
"CASC4",24.3033808735107,0.61418872580064,0.0543278372551945,11.3052305564016,1.23629017797559e-29,1.54569685495002e-27
"YAP1",25.1529573333426,0.676672629155151,0.0601688996588508,11.2462191097359,2.41733617663207e-29,3.00203950418791e-27
"CLIP3",25.9537619668162,0.699875145747617,0.062309298389168,11.2322745375237,2.83095600168963e-29,3.49226732368433e-27
"ARHGAP5",17.7775356837134,0.813889049679682,0.0726697545607305,11.1998320979536,4.08506990442649e-29,5.00596910672236e-27
"SEPTIN2",44.8181063782376,0.576898166948279,0.0516473003688147,11.1699578260361,5.72080366174394e-29,6.96432572084933e-27
"TPM1",35.0430067664359,0.696304025050812,0.0623768654721791,11.1628569306897,6.19676194239889e-29,7.4944367962189e-27
"LILRB3",17.6202393744159,-0.861747047156134,0.0772886020003816,-11.1497300358969,7.18239451391198e-29,8.63006675879398e-27
"ORM2",16.870814043269,-0.713761023136986,0.0640914554233966,-11.1366018827594,8.32349213953615e-29,9.93663861612754e-27
"NTNG1",36.3242859792533,0.80984867159579,0.0727767966738797,11.1278416831783,9.1832124790462e-29,1.08927028020686e-26
"TSPAN3",22.3024048019859,0.671032128674954,0.060353708527226,11.1183247069606,1.02172504031474e-28,1.20420383095439e-26
"HTRA1",179.176180220194,1.03494761150643,0.0931126878147673,11.1150009283943,1.06049531485465e-28,1.2419876775994e-26
"IFIT1",13.2598560000764,0.717719172646717,0.064769535837021,11.0811226816988,1.54917714119401e-28,1.80289143526126e-26
"TMEM47",14.4778709669505,0.797848945216857,0.0721853635803812,11.0527800324566,2.1252967574655e-28,2.45790570000885e-26
"BGN",136.668892891776,0.914487856115731,0.0827905049654997,11.0458059954679,2.29696998414919e-28,2.6399461233973e-26
"ANAPC13",16.0850489875219,0.63583814666745,0.0576051455481019,11.0378706731416,2.50908646671734e-28,2.85815256468376e-26
"USP46",25.9983159204353,0.79623944537836,0.0721390690806135,11.0375619692095,2.51771977974196e-28,2.85815256468376e-26
"TMEM248",19.0330224332416,0.648946527389417,0.0588609821474866,11.0250713412047,2.8928903271921e-28,3.26402698868064e-26
"MRFAP1",38.6144199979271,0.853349440969629,0.0774961466681008,11.0115080253518,3.36326473460984e-28,3.77174852419518e-26
"ADD3",22.3846408454298,0.60033399925387,0.0545557552475747,11.0040452474637,3.65365465551134e-28,4.07272444250493e-26
"SLC11A1",11.4971056431214,-0.878510235964558,0.079845756167067,-11.0025914730695,3.71305247763627e-28,4.11415108060967e-26
"ITGB5",25.7313714644848,0.801045245850793,0.0728883714449315,10.9900280383682,4.26793490653101e-28,4.70082544705058e-26
"MYO1D",20.8242298926834,0.706862587653322,0.0645922529352274,10.9434576985905,7.14229166949249e-28,7.82017544688101e-26
"PTK6",12.6470336194378,-0.879560356157786,0.0804792330809157,-10.9290350129636,8.37341112123702e-28,9.11421172866881e-26
"FERMT2",37.1737695781478,0.618655734649936,0.0566741713127351,10.9160084800555,9.66506036795024e-28,1.04586126928977e-25
"TMEM59",32.1922690680193,0.594741261553471,0.054512374678728,10.9102064450249,1.03022124482072e-27,1.1083263903583e-25
"SERINC3",26.3594999862442,0.583476390481923,0.0535879286731442,10.8882057009667,1.31199666808947e-27,1.40330556915188e-25
"PTPRB",39.229612180562,1.04331309145011,0.0958254182510168,10.8876445362036,1.32010433612793e-27,1.40386268021329e-25
"GOLGA7",21.1351415021974,0.649084987111402,0.0596567935426899,10.8803197182719,1.43060301427803e-27,1.51267875292575e-25
"YWHAQ",36.2487149395014,0.614830508316279,0.05655240430169,10.8718721318433,1.56946830989417e-27,1.65008190944783e-25
"CNTN1",12.7563940673498,0.703887317100859,0.0647821295260422,10.8654550606877,1.68381611647423e-27,1.76030132312086e-25
"PHACTR4",21.0280726733319,0.621829785832601,0.0573960578729275,10.8340155905708,2.37506095353254e-27,2.46899594854866e-25
"ITGB8",62.4912999433747,0.825240935579697,0.0762124140746233,10.828169473436,2.53165656692267e-27,2.61708229689034e-25
"BPY2",7.92672973952784,-0.921573843228492,0.0851715306238717,-10.8202099513543,2.76144069002908e-27,2.8387610293499e-25
"TLN1",43.1303279484372,0.632894921066848,0.0587393606540056,10.7746307419791,4.53598488167173e-27,4.63723006908584e-25
"IGHG2",27.1390238657249,-1.88627300963868,0.175252815131225,-10.7631538370798,5.13810275826042e-27,5.22392601312367e-25
"SEMA3G",29.0151272064587,0.627536970013785,0.0584207030658165,10.7416880845615,6.48476734301397e-27,6.55705655273937e-25
"WIPF3",27.0904901165962,0.793636999886373,0.0741528564527464,10.702716494706,9.88374247705786e-27,9.93960710844993e-25
"CYSTM1",20.483330645891,0.706947756119562,0.0662082657887912,10.6776359068938,1.295282486758e-26,1.29556254783622e-24
"CTNNBIP1",19.2877050967071,0.62718362683147,0.058878175004865,10.6522260036023,1.70244605962848e-26,1.69365924125621e-24
"BANF1",24.9064406170897,0.565724474965927,0.0531705378296729,10.6398110317818,1.94523449176596e-26,1.92484593773462e-24
"EPS15",16.3493089490491,0.60827703449622,0.0572847346138789,10.6184839398531,2.44499668524599e-26,2.40650099275488e-24
"APLN",11.9983699584104,0.97768377656123,0.0921699610971341,10.6074014236687,2.75299208935162e-26,2.69531035033663e-24
"PARD6G",17.1065234289073,0.747663236311348,0.0705358266976545,10.5997656980209,2.98727691454403e-26,2.90929326456436e-24
"POLR2L",38.9725844554968,0.623340635660587,0.0588569666621028,10.5907706599828,3.28873027931693e-26,3.18610811981573e-24
"EIF4G2",61.1386967114988,0.799954415800533,0.0756424524817023,10.5754690594417,3.87234917003441e-26,3.71932527009272e-24
"GABARAPL2",32.2828566851726,0.535610126448563,0.0506472729073378,10.5753004199948,3.87932218508374e-26,3.71932527009272e-24
"MIB1",28.9165499749956,0.659435805605914,0.0624035523169764,10.5672799243276,4.22573465437175e-26,4.03056670332448e-24
"ST3GAL6",21.7396020563528,0.907759977686351,0.0862557708347182,10.5240492189883,6.69337627449067e-26,6.35149920939361e-24
"DAD1",21.1290545697054,0.585718775629196,0.0556803917675239,10.5193005479322,7.0394209077515e-26,6.62533091839425e-24
"SUCLG1",12.7482084178351,0.757103704919283,0.0719741114777231,10.5191115162792,7.05355701969124e-26,6.62533091839425e-24
"PRDX6",16.7395837633181,0.718108696752718,0.0682748587458134,10.5179082014103,7.14420493989944e-26,6.67658425292421e-24
"ATP5F1A",27.4102353363025,0.624338288315926,0.0593934331436044,10.5119077189286,7.61375767071621e-26,7.07964683110214e-24
"TMBIM6",54.5950576947437,0.755112653333189,0.0718941628973644,10.5031148969797,8.3575874693737e-26,7.72410960533694e-24
"GULP1",18.0703751743094,0.646753390618844,0.0615794568640618,10.5027459408512,8.39032658167274e-26,7.72410960533694e-24
"SCARB2",26.4527767000114,0.608575063785871,0.0580269345876172,10.4878030885288,9.82871104832887e-26,9.00348857615234e-24
"CHCHD2",28.2909252196182,0.683802705358943,0.0652794400203363,10.4750087492466,1.12527198217097e-25,1.02571589941338e-23
"LILRB2",13.8171323808126,-0.888783133051509,0.0848856632339339,-10.4703562320311,1.18197362148699e-25,1.07211960254879e-23
"SPCS3",26.0594367424116,0.569645773711883,0.0544208830128796,10.4674114452914,1.21931668569675e-25,1.10059687571379e-23
"CTDSPL",26.0970690835222,0.689756698561858,0.0659420201171589,10.4600480442724,1.31788825628695e-25,1.18379632496765e-23
"GLO1",20.1987702698772,0.717693799653995,0.0686912785223296,10.4481065878064,1.49479612916867e-25,1.33621775720469e-23
"DYNLT3",18.5002577089059,0.580063329982937,0.0555521163328857,10.4417863490027,1.59775396154091e-25,1.42138650501697e-23
"DEFA1B",28.6469707996027,-2.15758915416616,0.206686719839897,-10.4389346148483,1.64648111088897e-25,1.45772662564064e-23
"NEK7",21.1919731997063,0.656337722864897,0.0629847049655436,10.4205889862301,1.99712552649417e-25,1.75342692074746e-23
"BEX4",25.6287894928174,0.745551694758486,0.0715467730423259,10.4204796814166,1.99942218048915e-25,1.75342692074746e-23
"VCL",14.4645863942689,0.707917581398016,0.0679529937522457,10.41775413132,2.05754399090118e-25,1.79588650979412e-23
"CD47",21.0252225396452,0.589576605686932,0.0566356026178594,10.4099996898597,2.23222382580757e-25,1.93920514895508e-23
"ANAPC16",20.4289036978198,0.6349636889177,0.0610068716143839,10.4080683391081,2.27796860770886e-25,1.96469703244235e-23
"SLC2A3",44.3344820785583,-1.24377118799756,0.1195029922978,-10.4078664816868,2.28280297219577e-25,1.96469703244235e-23
"SRP9",35.066209974216,0.513542372965147,0.049533143838964,10.3676514988572,3.4797148735002e-25,2.98095574163184e-23
"ALS2CL",107.092758312709,0.957797567532229,0.092514744893578,10.3529179984662,4.0592181786687e-25,3.46137203585648e-23
"GJA5",25.3294977682869,0.901548081528253,0.0872900391394223,10.3281896813939,5.25428274160475e-25,4.45987375461717e-23
"NICN1",28.3289559526034,-0.62095391068163,0.0601442863848545,-10.3244039958881,5.46571884278335e-25,4.61815805784763e-23
"EMC10",28.6354133312219,0.554506941458121,0.0537605048677639,10.3143923745146,6.06638157430088e-25,5.10237839322107e-23
"CRB2",24.7328617478173,0.702492195384337,0.0681275660300846,10.3114236471346,6.25675208138257e-25,5.23868509112684e-23
"MAPK1IP1L",22.3689619112915,0.65221324749713,0.0633001672133347,10.3034995989669,6.79436077204158e-25,5.66319151918277e-23
"CERS6",16.0254844652792,0.672095278077417,0.0653416022554877,10.2858707910085,8.16010901053529e-25,6.77106085788991e-23
"HSD17B12",18.118444051684,0.594267109282836,0.0578194661504087,10.2779764125967,8.85675844135917e-25,7.31631509816563e-23
"STK17B",20.5112497637951,0.689078588705614,0.067106047493848,10.2685020864742,9.77099578869808e-25,8.0356669366253e-23
